categoria,codigo_de_vehiculo,tipo_transaccion,marca,modelo,pais,ano_modelo,clase,sub_clase,tipo,avaluo,fecha_proceso,tipo_servicio,cilindraje,tipo_combustible,fecha_compra,canton,color_1,color_2,persona_natural__juridica,provincia
103163,10232975,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-27,PAR,200,GASOLINA,2025-10-21,PEDERNALES,ROJ,ROJ,NATURAL,PEDERNALES
103163,10239807,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-27,PAR,200,GASOLINA,2025-10-21,SALCEDO,ROJ,BLA,NATURAL,SALCEDO
103163,10282658,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-22,PAR,200,GASOLINA,2025-10-21,PAJAN,NEG,NEG,NATURAL,PAJAN
103163,10221995,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-20,PAR,200,GASOLINA,2025-10-20,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10232972,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-22,PAR,200,GASOLINA,2025-10-20,JARAMIJO,NEG,NEG,NATURAL,JARAMIJO
103163,10243928,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-21,PAR,200,GASOLINA,2025-10-20,CELICA,ROJ,ROJ,NATURAL,CELICA
103163,10282535,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-21,PAR,200,GASOLINA,2025-10-20,SANTO DOMINGO,ROJ,ROJ,NATURAL,SANTO DOMINGO
103163,10282559,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-21,PAR,200,GASOLINA,2025-10-20,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10321253,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-20,PAR,200,GASOLINA,2025-10-19,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
103163,10223523,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-20,PAR,200,GASOLINA,2025-10-17,EL GUABO,ROJ,ROJ,NATURAL,EL GUABO
103163,10238484,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-18,PAR,200,GASOLINA,2025-10-17,MACHALA,NEG,NEG,NATURAL,MACHALA
103163,10324383,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-22,PAR,200,GASOLINA,2025-10-17,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
103163,10239809,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-12-11,PAR,200,GASOLINA,2025-10-16,SALCEDO,ROJ,ROJ,NATURAL,SALCEDO
103163,10297967,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-11-12,PAR,200,GASOLINA,2025-10-16,MACHALA,ROJ,ROJ,NATURAL,MACHALA
103163,10223514,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-15,PAR,200,GASOLINA,2025-10-15,EL TRIUNFO,ROJ,ROJ,NATURAL,EL TRIUNFO
103163,10221939,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-16,PAR,200,GASOLINA,2025-10-14,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10238501,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-15,PAR,200,GASOLINA,2025-10-14,BABAHOYO,NEG,NEG,NATURAL,BABAHOYO
103163,10261116,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-11-07,PAR,200,GASOLINA,2025-10-14,TENA,AZU,AZU,NATURAL,TENA
103163,10261131,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-14,PAR,200,GASOLINA,2025-10-14,FRANCISCO DE ORELLANA,ROJ,ROJ,NATURAL,FRANCISCO DE ORELLANA
103163,10243923,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-13,PAR,200,GASOLINA,2025-10-13,CAMILO PONCE ENRIQUEZ,ROJ,ROJ,NATURAL,CAMILO PONCE ENRIQUEZ
103163,10243923,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-14,PAR,200,GASOLINA,2025-10-13,CAMILO PONCE ENRIQUEZ,ROJ,ROJ,NATURAL,CAMILO PONCE ENRIQUEZ
103163,10243923,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-15,PAR,200,GASOLINA,2025-10-13,CAMILO PONCE ENRIQUEZ,ROJ,ROJ,NATURAL,CAMILO PONCE ENRIQUEZ
103163,10282544,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-14,PAR,200,GASOLINA,2025-10-13,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10277540,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-17,PAR,200,GASOLINA,2025-10-12,CELICA,AZU,AZU,NATURAL,CELICA
103163,10223535,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-11,PAR,200,GASOLINA,2025-10-11,SALCEDO,ROJ,ROJ,NATURAL,SALCEDO
103163,10239822,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-11,PAR,200,GASOLINA,2025-10-11,LATACUNGA,NEG,NEG,NATURAL,LATACUNGA
103163,10261128,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-11-05,PAR,200,GASOLINA,2025-10-11,SUCUMBIOS,NEG,BLA,NATURAL,SUCUMBIOS
103163,10260119,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-17,PAR,200,GASOLINA,2025-10-10,MACHALA,NEG,NEG,NATURAL,MACHALA
103163,10261118,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-21,PAR,200,GASOLINA,2025-10-09,TENA,NEG,NEG,NATURAL,TENA
103163,10206786,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-08,PAR,200,GASOLINA,2025-10-08,PALORA,NEG,NEG,NATURAL,PALORA
103163,10206788,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-08,PAR,200,GASOLINA,2025-10-08,PALORA,ROJ,ROJ,NATURAL,PALORA
103163,10221945,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-09,PAR,200,GASOLINA,2025-10-08,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10223358,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-08,PAR,200,GASOLINA,2025-10-08,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
103163,10323725,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-21,PAR,200,GASOLINA,2025-10-08,BABAHOYO,NEG,NEG,NATURAL,BABAHOYO
103163,10238483,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-15,PAR,200,GASOLINA,2025-10-07,BABAHOYO,NEG,NEG,NATURAL,BABAHOYO
103163,10238486,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-23,PAR,200,GASOLINA,2025-10-07,MONTALVO,NEG,NEG,NATURAL,MONTALVO
103163,10442382,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-12-08,PAR,200,GASOLINA,2025-10-07,MACARA,ROJ,ROJ,NATURAL,MACARA
103163,10442382,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-12-09,PAR,200,GASOLINA,2025-10-07,MACARA,ROJ,ROJ,NATURAL,MACARA
103163,10221983,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-06,PAR,200,GASOLINA,2025-10-06,SANTO DOMINGO,ROJ,ROJ,NATURAL,SANTO DOMINGO
103163,10239815,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-11,PAR,200,GASOLINA,2025-10-06,VENTANAS,NEG,NEG,NATURAL,VENTANAS
103163,10252827,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-07,PAR,200,GASOLINA,2025-10-06,PORTOVIEJO,NEG,NEG,NATURAL,PORTOVIEJO
103163,10282550,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-06,PAR,200,GASOLINA,2025-10-06,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10297949,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-09,PAR,200,GASOLINA,2025-10-06,BABAHOYO,AZU,AZU,NATURAL,BABAHOYO
103163,10239821,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-09,PAR,200,GASOLINA,2025-10-04,LATACUNGA,NEG,BLA,NATURAL,LATACUNGA
103163,10282545,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-06,PAR,200,GASOLINA,2025-10-03,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10282547,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-03,PAR,200,GASOLINA,2025-10-03,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10206792,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-02,PAR,200,GASOLINA,2025-10-02,LOJA,ROJ,ROJ,NATURAL,LOJA
103163,10261130,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-07,PAR,200,GASOLINA,2025-10-02,PORTOVIEJO,ROJ,ROJ,NATURAL,PORTOVIEJO
103163,10294640,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-06,PAR,200,GASOLINA,2025-10-02,GUAYAQUIL,ROJ,ROJ,NATURAL,GUAYAQUIL
103163,10213886,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-01,PAR,200,GASOLINA,2025-10-01,SALCEDO,AZU,AZU,NATURAL,SALCEDO
103163,10223540,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-02,PAR,200,GASOLINA,2025-10-01,MOCACHE,AZU,AZU,NATURAL,MOCACHE
103163,10223541,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-01,PAR,200,GASOLINA,2025-10-01,MOCACHE,ROJ,ROJ,NATURAL,MOCACHE
103163,10282542,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-02,PAR,200,GASOLINA,2025-10-01,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10223537,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-30,PAR,200,GASOLINA,2025-09-30,BABAHOYO,NEG,NEG,NATURAL,BABAHOYO
103163,10282541,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-30,PAR,200,GASOLINA,2025-09-30,SANTO DOMINGO,ROJ,ROJ,NATURAL,SANTO DOMINGO
103163,10207371,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-30,PAR,200,GASOLINA,2025-09-29,PUERTO QUITO,ROJ,ROJ,NATURAL,PUERTO QUITO
103163,10252842,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-30,PAR,200,GASOLINA,2025-09-29,IBARRA,NEG,NEG,NATURAL,IBARRA
103163,10207379,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-27,PAR,200,GASOLINA,2025-09-27,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10239801,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-27,PAR,200,GASOLINA,2025-09-27,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10261115,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-13,PAR,200,GASOLINA,2025-09-26,JARAMIJO,AZU,AZU,NATURAL,JARAMIJO
103163,10277541,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-02,PAR,200,GASOLINA,2025-09-26,GUALAQUIZA,BLA,BLA,NATURAL,GUALAQUIZA
103163,10277543,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-02,PAR,200,GASOLINA,2025-09-26,GUALAQUIZA,NEG,NEG,NATURAL,GUALAQUIZA
103163,10260126,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-29,PAR,200,GASOLINA,2025-09-25,EL TRIUNFO,NEG,NEG,NATURAL,EL TRIUNFO
103163,10221956,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-25,PAR,200,GASOLINA,2025-09-24,SANTO DOMINGO,ROJ,ROJ,NATURAL,SANTO DOMINGO
103163,10238487,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-24,PAR,200,GASOLINA,2025-09-24,MONTALVO,NEG,NEG,NATURAL,MONTALVO
103163,10221954,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-25,PAR,200,GASOLINA,2025-09-23,SANTO DOMINGO,ROJ,ROJ,NATURAL,SANTO DOMINGO
103163,10221975,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-02,PAR,200,GASOLINA,2025-09-23,FRANCISCO DE ORELLANA,NEG,NEG,NATURAL,FRANCISCO DE ORELLANA
103163,10238490,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-30,PAR,200,GASOLINA,2025-09-23,MONTALVO,NEG,NEG,NATURAL,MONTALVO
103163,10221978,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-23,PAR,200,GASOLINA,2025-09-22,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10223363,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-22,PAR,200,GASOLINA,2025-09-22,EL TRIUNFO,NEG,NEG,NATURAL,EL TRIUNFO
103163,10243938,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-22,PAR,200,GASOLINA,2025-09-22,SALCEDO,NEG,NEG,NATURAL,SALCEDO
103163,10243938,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-23,PAR,200,GASOLINA,2025-09-22,SALCEDO,NEG,NEG,NATURAL,SALCEDO
103163,10252850,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-22,PAR,200,GASOLINA,2025-09-22,SUCUMBIOS,ROJ,ROJ,NATURAL,SUCUMBIOS
103163,10221984,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-21,PAR,200,GASOLINA,2025-09-21,SANTO DOMINGO,ROJ,ROJ,NATURAL,SANTO DOMINGO
103163,10239831,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-25,PAR,200,GASOLINA,2025-09-21,PICHINCHA,NEG,NEG,NATURAL,PICHINCHA
103163,10207382,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-20,PAR,200,GASOLINA,2025-09-20,PORTOVIEJO,ROJ,ROJ,NATURAL,PORTOVIEJO
103163,10221996,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-22,PAR,200,GASOLINA,2025-09-20,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10223357,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-20,PAR,200,GASOLINA,2025-09-20,MOCACHE,BLA,BLA,NATURAL,MOCACHE
103163,10243932,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-21,PAR,200,GASOLINA,2025-09-20,MOCACHE,NEG,,NATURAL,MOCACHE
103163,10207365,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-23,PAR,200,GASOLINA,2025-09-18,PICHINCHA,ROJ,ROJ,NATURAL,PICHINCHA
103163,10235600,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-19,PAR,200,GASOLINA,2025-09-18,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
103163,10221944,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-18,PAR,200,GASOLINA,2025-09-15,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10221999,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-18,PAR,200,GASOLINA,2025-09-15,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10243926,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-15,PAR,200,GASOLINA,2025-09-15,EL EMPALME,AZU,AZU,NATURAL,EL EMPALME
103163,10207368,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-15,PAR,200,GASOLINA,2025-09-13,PICHINCHA,ROJ,ROJ,NATURAL,PICHINCHA
103163,10243925,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-10-02,PAR,200,GASOLINA,2025-09-13,CELICA,NEG,NEG,NATURAL,CELICA
103163,10207364,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-17,PAR,200,GASOLINA,2025-09-12,PICHINCHA,ROJ,ROJ,NATURAL,PICHINCHA
103163,10221966,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-12,PAR,200,GASOLINA,2025-09-12,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10232970,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-15,PAR,200,GASOLINA,2025-09-12,PORTOVIEJO,NEG,NEG,NATURAL,PORTOVIEJO
103163,10207356,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-22,PAR,200,GASOLINA,2025-09-11,PICHINCHA,ROJ,ROJ,NATURAL,PICHINCHA
103163,10207367,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-11,PAR,200,GASOLINA,2025-09-11,SANTO DOMINGO,ROJ,ROJ,NATURAL,SANTO DOMINGO
103163,10223538,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-11,PAR,200,GASOLINA,2025-09-11,BABAHOYO,NEG,NEG,NATURAL,BABAHOYO
103163,10206771,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-10,PAR,200,GASOLINA,2025-09-10,PIÑAS,ROJ,BLA,NATURAL,PIÑAS
103163,10207361,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-22,PAR,200,GASOLINA,2025-09-10,PICHINCHA,NEG,NEG,NATURAL,PICHINCHA
103163,10207401,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-08,PAR,200,GASOLINA,2025-09-08,IBARRA,ROJ,ROJ,NATURAL,IBARRA
103163,10235601,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-08,PAR,200,GASOLINA,2025-09-08,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
103163,10237134,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-11,PAR,200,GASOLINA,2025-09-08,PORTOVIEJO,NEG,NEG,NATURAL,PORTOVIEJO
103163,10239948,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-11,PAR,200,GASOLINA,2025-09-07,LA TRONCAL,NEG,NEG,NATURAL,LA TRONCAL
103163,10207362,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-09,PAR,200,GASOLINA,2025-09-06,PICHINCHA,NEG,NEG,NATURAL,PICHINCHA
103163,10207388,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-08,PAR,200,GASOLINA,2025-09-06,PICHINCHA,NEG,NEG,NATURAL,PICHINCHA
103163,10221960,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-06,PAR,200,GASOLINA,2025-09-06,SANTO DOMINGO,NEG,BLA,NATURAL,SANTO DOMINGO
103163,10207383,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-08,PAR,200,GASOLINA,2025-09-05,VENTANAS,NEG,NEG,NATURAL,VENTANAS
103163,10221941,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-04,PAR,200,GASOLINA,2025-09-05,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10221941,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-05,PAR,200,GASOLINA,2025-09-05,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10221942,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-04,PAR,200,GASOLINA,2025-09-05,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10221942,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-05,PAR,200,GASOLINA,2025-09-05,SANTO DOMINGO,NEG,NEG,NATURAL,SANTO DOMINGO
103163,10223360,COMPRA LOCAL,RANGER,200GY-2,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1238.85,2025-09-05,PAR,200,GASOLINA,2025-09-05,LOJA,BLA,BLA,NATURAL,LOJA
