categoria,codigo_de_vehiculo,tipo_transaccion,marca,modelo,pais,ano_modelo,clase,sub_clase,tipo,avaluo,fecha_proceso,tipo_servicio,cilindraje,tipo_combustible,fecha_compra,canton,color_1,color_2,persona_natural__juridica,provincia
100986,10274735,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-13,PAR,1198,GASOLINA,2025-10-08,QUITO,PLO,PLO,NATURAL,QUITO
100986,10274772,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-08,PAR,1198,GASOLINA,2025-10-08,GUAYAQUIL,BLA,BLA,NATURAL,GUAYAQUIL
100986,10274741,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-07,PAR,1198,GASOLINA,2025-10-07,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10274741,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-08,PAR,1198,GASOLINA,2025-10-07,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10274745,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-07,PAR,1198,GASOLINA,2025-10-07,QUITO,PLA,PLA,NATURAL,QUITO
100986,10274745,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-08,PAR,1198,GASOLINA,2025-10-07,QUITO,PLA,PLA,NATURAL,QUITO
100986,10274736,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-02,PAR,1198,GASOLINA,2025-10-02,QUITO,PLO,PLO,NATURAL,QUITO
100986,10100442,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-06,PAR,1198,GASOLINA,2025-09-30,AMBATO,BLA,BLA,NATURAL,AMBATO
100986,10274748,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-30,PAR,1198,GASOLINA,2025-09-30,GUAYAQUIL,PLA,PLA,NATURAL,GUAYAQUIL
100986,10274768,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-30,PAR,1198,GASOLINA,2025-09-30,RUMIÑAHUI,BLA,BLA,NATURAL,RUMIÑAHUI
100986,10274768,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-01,PAR,1198,GASOLINA,2025-09-30,RUMIÑAHUI,BLA,BLA,NATURAL,RUMIÑAHUI
100986,10274804,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-30,PAR,1198,GASOLINA,2025-09-30,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
100986,10196814,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-30,PAR,1198,GASOLINA,2025-09-29,GUAYAQUIL,ROJ,ROJ,NATURAL,GUAYAQUIL
100986,10196847,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-29,PAR,1198,GASOLINA,2025-09-27,QUITO,NEG,NEG,NATURAL,QUITO
100986,10274760,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-29,PAR,1198,GASOLINA,2025-09-27,QUITO,PLA,PLA,NATURAL,QUITO
100986,10232477,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-26,PAR,1198,GASOLINA,2025-09-26,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
100986,10274730,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-29,PAR,1198,GASOLINA,2025-09-26,RUMIÑAHUI,PLO,PLO,NATURAL,RUMIÑAHUI
100986,10274732,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-29,PAR,1198,GASOLINA,2025-09-26,QUITO,PLO,PLO,NATURAL,QUITO
100986,10274738,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-29,PAR,1198,GASOLINA,2025-09-26,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10274744,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-29,PAR,1198,GASOLINA,2025-09-26,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10241501,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-26,PAR,1198,GASOLINA,2025-09-25,QUITO,PLO,PLO,NATURAL,QUITO
100986,10277252,IMPORTACI?N DIRECTA,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-03,PAR,1198,GASOLINA,2025-09-24,GUAYAQUIL,ROJ,ROJ,NATURAL,GUAYAQUIL
100986,10196823,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-22,PAR,1198,GASOLINA,2025-09-22,QUITO,BLA,BLA,NATURAL,QUITO
100986,10196823,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-23,PAR,1198,GASOLINA,2025-09-22,QUITO,BLA,BLA,NATURAL,QUITO
100986,10196829,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-23,PAR,1198,GASOLINA,2025-09-22,QUITO,PLA,PLA,NATURAL,QUITO
100986,10152012,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-27,PAR,1198,GASOLINA,2025-09-16,QUITO,PLO,PLO,NATURAL,QUITO
100986,10152012,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-28,PAR,1198,GASOLINA,2025-09-16,QUITO,PLO,PLO,NATURAL,QUITO
100986,10152012,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-16,PAR,1198,GASOLINA,2025-09-16,QUITO,PLO,PLO,NATURAL,QUITO
100986,10152012,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-17,PAR,1198,GASOLINA,2025-09-16,QUITO,PLO,PLO,NATURAL,QUITO
100986,10196813,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-16,ALQ,1198,GASOLINA,2025-09-15,MACHALA,AMA,AMA,NATURAL,MACHALA
100986,10196813,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-25,ALQ,1198,GASOLINA,2025-09-15,MACHALA,AMA,AMA,NATURAL,MACHALA
100986,10196816,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-15,PAR,1198,GASOLINA,2025-09-13,QUITO,PLA,PLA,NATURAL,QUITO
100986,10152000,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-12,PAR,1198,GASOLINA,2025-09-12,CUENCA,PLA,PLA,NATURAL,CUENCA
100986,10196825,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-12,PAR,1198,GASOLINA,2025-09-12,PUERTO QUITO,BLA,BLA,NATURAL,PUERTO QUITO
100986,10196825,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-15,PAR,1198,GASOLINA,2025-09-12,PUERTO QUITO,BLA,BLA,NATURAL,PUERTO QUITO
100986,10245444,IMPORTACI?N DIRECTA,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-10-01,PAR,1198,GASOLINA,2025-09-10,LATACUNGA,PLA,PLA,NATURAL,LATACUNGA
100986,10196828,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-09,PAR,1198,GASOLINA,2025-09-09,RUMIÑAHUI,PLA,PLA,NATURAL,RUMIÑAHUI
100986,10196828,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-10,PAR,1198,GASOLINA,2025-09-09,RUMIÑAHUI,PLA,PLA,NATURAL,RUMIÑAHUI
100986,10196840,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-10,PAR,1198,GASOLINA,2025-09-09,QUITO,PLO,PLO,NATURAL,QUITO
100986,10196853,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-04,PAR,1198,GASOLINA,2025-09-04,AZOGUES,BLA,BLA,NATURAL,AZOGUES
100986,10196862,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-05,PAR,1198,GASOLINA,2025-09-04,QUITO,PLA,PLA,NATURAL,QUITO
100986,10196822,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-01,PAR,1198,GASOLINA,2025-08-31,QUITO,BLA,BLA,NATURAL,QUITO
100986,10152026,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-29,PAR,1198,GASOLINA,2025-08-29,QUITO,PLA,PLA,NATURAL,QUITO
100986,10152026,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-01,PAR,1198,GASOLINA,2025-08-29,QUITO,PLA,PLA,NATURAL,QUITO
100986,10152026,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-04,PAR,1198,GASOLINA,2025-08-29,QUITO,PLA,PLA,NATURAL,QUITO
100986,10196826,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-01,PAR,1198,GASOLINA,2025-08-29,QUITO,BLA,BLA,NATURAL,QUITO
100986,10196820,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-09-01,PAR,1198,GASOLINA,2025-08-28,SANTA ISABEL,BLA,BLA,NATURAL,SANTA ISABEL
100986,10152003,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-27,PAR,1198,GASOLINA,2025-08-27,QUITO,BLA,BLA,NATURAL,QUITO
100986,10152003,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-28,PAR,1198,GASOLINA,2025-08-27,QUITO,BLA,BLA,NATURAL,QUITO
100986,10152018,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-27,PAR,1198,GASOLINA,2025-08-27,IBARRA,PLO,PLO,NATURAL,IBARRA
100986,10196843,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-27,PAR,1198,GASOLINA,2025-08-27,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
100986,10196817,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-27,PAR,1198,GASOLINA,2025-08-26,GUAYAQUIL,PLA,PLA,NATURAL,GUAYAQUIL
100986,10196841,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-26,PAR,1198,GASOLINA,2025-08-26,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
100986,10196850,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-26,PAR,1198,GASOLINA,2025-08-26,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
100986,10100468,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-31,PAR,1198,GASOLINA,2025-08-25,QUITO,PLO,PLO,NATURAL,QUITO
100986,10100468,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-26,PAR,1198,GASOLINA,2025-08-25,QUITO,PLO,PLO,NATURAL,QUITO
100986,10152017,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-31,PAR,1198,GASOLINA,2025-08-25,QUITO,PLO,PLO,NATURAL,QUITO
100986,10152017,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-01,PAR,1198,GASOLINA,2025-08-25,QUITO,PLO,PLO,NATURAL,QUITO
100986,10152017,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-26,PAR,1198,GASOLINA,2025-08-25,QUITO,PLO,PLO,NATURAL,QUITO
100986,10152014,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-25,PAR,1198,GASOLINA,2025-08-23,RUMIÑAHUI,PLO,PLO,NATURAL,RUMIÑAHUI
100986,10196861,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-22,PAR,1198,GASOLINA,2025-08-22,PUERTO QUITO,ROJ,ROJ,NATURAL,PUERTO QUITO
100986,10196861,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-25,PAR,1198,GASOLINA,2025-08-22,PUERTO QUITO,ROJ,ROJ,NATURAL,PUERTO QUITO
100986,10152023,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-14,PAR,1198,GASOLINA,2025-08-14,PORTOVIEJO,ROJ,ROJ,NATURAL,PORTOVIEJO
100986,10100454,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-13,PAR,1198,GASOLINA,2025-08-13,PEDRO VICENTE MALDONADO,NEG,NEG,NATURAL,PEDRO VICENTE MALDONADO
100986,10100454,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-14,PAR,1198,GASOLINA,2025-08-13,PEDRO VICENTE MALDONADO,NEG,NEG,NATURAL,PEDRO VICENTE MALDONADO
100986,10152021,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-08,PAR,1198,GASOLINA,2025-08-08,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10152021,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-12,PAR,1198,GASOLINA,2025-08-08,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10100484,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-25,PAR,1198,GASOLINA,2025-08-07,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10100484,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-28,PAR,1198,GASOLINA,2025-08-07,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10100484,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-07,PAR,1198,GASOLINA,2025-08-07,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10100484,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-08,PAR,1198,GASOLINA,2025-08-07,QUITO,ROJ,ROJ,NATURAL,QUITO
100986,10100445,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-06,PAR,1198,GASOLINA,2025-08-06,QUITO,NEG,NEG,NATURAL,QUITO
100986,10100445,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-07,PAR,1198,GASOLINA,2025-08-06,QUITO,NEG,NEG,NATURAL,QUITO
100986,10152002,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-04,PAR,1198,GASOLINA,2025-08-04,GUAYAQUIL,BLA,BLA,NATURAL,GUAYAQUIL
100986,10090424,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-31,PAR,1198,GASOLINA,2025-07-31,TULCAN,BLA,BLA,NATURAL,TULCAN
100986,10100495,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-31,PAR,1198,GASOLINA,2025-07-31,AMBATO,PLA,PLA,NATURAL,AMBATO
100986,10152035,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-31,PAR,1198,GASOLINA,2025-07-30,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
100986,10171905,IMPORTACI?N DIRECTA,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-08-22,PAR,1198,GASOLINA,2025-07-30,PAUTE,PLO,PLO,NATURAL,PAUTE
100986,10151999,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-29,PAR,1198,GASOLINA,2025-07-29,PUERTO QUITO,PLA,PLA,NATURAL,PUERTO QUITO
100986,10151999,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-30,PAR,1198,GASOLINA,2025-07-29,PUERTO QUITO,PLA,PLA,NATURAL,PUERTO QUITO
100986,10152029,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-30,PAR,1198,GASOLINA,2025-07-29,GUAYAQUIL,PLA,PLA,NATURAL,GUAYAQUIL
100986,10100444,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-28,PAR,1198,GASOLINA,2025-07-28,QUITO,BLA,BLA,NATURAL,QUITO
100986,10100444,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-29,PAR,1198,GASOLINA,2025-07-28,QUITO,BLA,BLA,NATURAL,QUITO
100986,10100489,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-29,PAR,1198,GASOLINA,2025-07-28,RIOBAMBA,ROJ,ROJ,NATURAL,RIOBAMBA
100986,10152015,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-29,PAR,1198,GASOLINA,2025-07-28,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
100986,10152015,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-30,PAR,1198,GASOLINA,2025-07-28,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
100986,10100469,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-25,PAR,1198,GASOLINA,2025-07-25,QUITO,PLO,PLO,NATURAL,QUITO
100986,10100469,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-28,PAR,1198,GASOLINA,2025-07-25,QUITO,PLO,PLO,NATURAL,QUITO
100986,10100480,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-19,PAR,1198,GASOLINA,2025-07-22,AMBATO,PLO,PLO,NATURAL,AMBATO
100986,10100480,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-23,PAR,1198,GASOLINA,2025-07-22,AMBATO,PLO,PLO,NATURAL,AMBATO
100986,10100481,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-06-30,PAR,1198,GASOLINA,2025-07-21,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
100986,10100481,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-23,PAR,1198,GASOLINA,2025-07-21,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
100986,10100510,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-06-27,PAR,1198,GASOLINA,2025-07-21,QUITO,BLA,BLA,NATURAL,QUITO
100986,10100510,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-21,PAR,1198,GASOLINA,2025-07-21,QUITO,BLA,BLA,NATURAL,QUITO
100986,10100510,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-22,PAR,1198,GASOLINA,2025-07-21,QUITO,BLA,BLA,NATURAL,QUITO
100986,10100510,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-24,PAR,1198,GASOLINA,2025-07-21,QUITO,BLA,BLA,NATURAL,QUITO
100986,10100492,COMPRA LOCAL,TOYOTA,AGYA AC 1.2 5P 4X2 TM,INDONESIA,2026,AUTOMOVIL,STATION WAGON,LIVIANO,16999.0,2025-07-17,PAR,1198,GASOLINA,2025-07-17,RIOBAMBA,PLA,PLA,NATURAL,RIOBAMBA
